SL. No.,Class,Age,time,adv_bookdays,weekday,month,monthday,demand,from_ind,to_ind,Fare
3048,0,71,44,15,1,2,28,1,7,5,9932.01
3049,0,48,27,43,0,1,21,1,2,5,4601.13
3050,0,51,38,25,6,3,30,1,2,5,5035.02
3051,1,72,30,31,0,6,17,1,2,5,10086.89
3052,0,30,39,8,1,4,30,1,2,5,2495.49
3053,1,26,46,55,4,7,4,1,2,5,4835.95
3054,0,43,29,23,6,4,28,1,7,5,9091.87
3055,1,30,46,1,3,8,28,2,7,5,24000.55
3056,0,34,27,34,4,3,28,1,3,5,2761.82
3057,0,77,25,35,5,4,27,1,2,5,2532.81
3058,1,56,34,12,2,6,12,1,1,5,13615.58
3060,1,32,34,7,0,4,29,2,2,5,10989.65
3061,1,31,39,49,0,9,30,1,7,5,18789.86
3062,0,59,41,28,1,7,22,1,1,5,4021.09
3063,0,19,34,12,4,4,5,1,2,5,1831.55
3064,0,44,43,27,4,8,8,1,2,5,2610.83
3066,0,40,29,19,4,7,25,1,3,5,5261.38
3067,1,31,40,3,4,4,26,1,1,5,12019.68
3068,0,58,42,6,5,5,17,3,1,5,5830.12
3069,0,66,32,19,4,2,17,2,1,5,4079.74
3070,1,56,44,21,0,0,24,1,1,5,19079.26
3071,0,22,44,45,2,3,12,1,2,5,1526.46
3072,0,46,42,5,4,5,16,1,3,5,4971.43
3073,1,76,32,9,3,5,1,1,3,5,8675.64
3075,0,16,38,15,3,1,24,2,2,5,1596.47
3076,1,67,29,0,5,6,1,1,4,5,25342
3077,1,29,45,33,6,3,16,1,1,5,10780.23
3078,0,35,31,23,6,8,17,1,2,5,3075.49
3081,0,16,34,15,6,9,1,3,6,5,4382.62
3082,0,30,25,2,5,3,15,1,1,5,4941.19
3085,1,41,27,21,0,2,20,1,7,5,34284.09
3086,1,25,46,28,5,3,29,1,4,5,13822.33
3087,1,57,34,17,3,2,16,2,6,5,11564.94
3088,0,72,36,10,2,1,2,1,7,5,6029.03
3090,1,40,44,12,3,1,10,3,2,5,10119.31
3091,0,36,47,7,2,4,31,2,7,5,7951.85
3092,1,39,38,58,2,7,9,1,1,5,11839.44
3094,0,57,36,23,4,0,21,2,2,5,1850.38
3095,0,59,40,37,6,3,16,1,3,5,3808.22
3096,0,77,42,32,5,0,15,2,2,5,2570.24
3097,0,71,38,36,0,1,28,1,2,5,4020.22
3098,0,83,46,20,1,4,9,1,7,5,7397.65
3100,0,46,31,34,6,8,10,1,4,5,9646.26
3101,0,41,38,13,2,1,23,2,2,5,2482.19
3103,1,45,43,33,3,4,11,3,2,5,5227.16
3104,1,50,41,37,1,2,7,1,3,5,7062.53
3105,1,17,25,12,1,0,4,3,2,5,5377.19
3106,0,66,34,19,4,4,26,1,2,5,3330.56
3107,0,15,39,26,1,5,20,1,1,5,2925.43
3109,0,56,38,3,0,8,4,1,1,5,10489.53
3110,0,54,36,15,5,7,5,2,2,5,2908.56
3111,0,30,32,5,1,2,21,1,2,5,2820.87
3112,0,38,35,30,2,5,7,2,4,5,9314.78
3113,1,49,36,17,6,3,2,1,4,5,24396.26
3114,0,68,46,24,5,9,7,1,1,5,2864.39
3118,0,56,31,40,5,5,17,1,2,5,1816.08
3121,0,39,35,8,5,5,3,1,1,5,4551.7
3122,1,79,31,25,6,9,8,1,7,5,27102.63
3123,1,44,38,52,1,4,2,1,1,5,12119.3
3124,1,35,34,24,3,1,24,1,2,5,5371.23
3125,0,30,44,33,5,4,6,2,2,5,2163.28
3129,1,76,27,44,3,4,11,1,7,5,11958.5
3130,0,49,32,17,4,1,11,1,3,5,4873.16
3133,0,48,38,30,2,8,20,1,4,5,9439.88
3134,0,37,39,9,4,5,23,1,7,5,7338.92
3135,0,32,35,35,3,3,27,1,1,5,2886.78
3140,0,58,45,34,2,8,6,1,3,5,4870.92
3141,0,65,42,8,2,1,2,1,2,5,3320.86
3142,0,74,41,33,6,5,11,1,1,5,5732.54
3143,0,42,28,4,2,8,13,2,2,5,3380.59
3144,0,43,35,33,6,4,7,2,2,5,5381.39
3145,0,64,41,4,2,4,31,1,1,5,4286.72
3146,1,49,45,1,5,3,22,2,2,5,17254.37
3147,1,71,41,21,4,3,7,1,4,5,20516.33
3148,0,62,41,37,3,4,11,1,7,5,7193.88
3150,0,56,25,1,4,2,3,1,7,5,9574.27
3151,0,56,27,24,4,2,31,1,2,5,2562.35
3152,0,68,38,1,5,1,19,1,4,5,14830.06
3153,1,30,27,21,1,7,1,3,2,5,4652.05
3154,1,46,40,28,0,7,7,1,2,5,7751.34
3156,1,58,40,12,3,2,30,2,1,5,11840.11
3157,1,22,39,17,3,8,14,1,1,5,6848.23
3158,1,67,44,6,4,0,7,2,1,5,11390.84
3159,0,33,45,1,0,8,4,1,2,5,5825.18
3160,0,66,28,4,0,7,21,4,1,5,10102.46
3161,0,22,41,24,1,2,14,1,7,5,4683.54
3162,0,76,43,39,1,3,4,1,3,5,3788.71
3163,0,69,30,16,1,1,29,1,1,5,2881.28
3164,0,73,40,9,6,2,5,2,1,5,7976.15
3165,1,45,44,24,2,0,12,1,1,5,8844.41
3166,1,36,43,19,4,2,3,2,6,5,8402.93
3167,0,75,41,9,0,4,1,1,2,5,3458.27
3169,0,72,31,5,0,3,10,2,4,5,18445.59
3170,0,63,43,27,6,0,23,1,2,5,2661
3172,1,44,42,0,0,8,4,2,2,5,24435.91
3173,0,31,29,37,5,9,28,1,2,5,1353.63
3174,1,59,39,43,4,5,30,1,3,5,9948.03
3175,0,38,47,16,1,8,26,1,7,5,6177.28
3176,0,31,33,7,4,2,10,1,3,5,4484.96
3177,0,71,47,41,5,6,8,1,4,5,5141.5
3178,0,36,33,52,4,0,7,1,4,5,6269.36
3179,1,36,41,29,3,7,10,1,2,5,5159.16
3180,0,75,39,1,6,5,11,1,4,5,22282.16
3182,0,53,44,61,1,6,11,1,1,5,5001.58
3184,0,71,38,24,5,1,26,3,1,5,4171.82
3185,0,58,45,18,4,8,22,1,3,5,3097.7
3186,0,36,26,43,4,5,23,2,2,5,3131.85
3187,1,64,35,13,2,9,4,1,2,5,5072.18
3190,0,62,28,18,3,7,31,1,4,5,8440.55
3191,1,68,41,21,5,6,22,2,6,5,9952.45
3192,0,33,39,1,6,2,26,2,2,5,7892.58
3193,1,56,44,6,5,7,19,1,4,5,21499.72
3194,0,75,44,29,5,1,26,1,3,5,2488.97
3195,0,73,27,5,0,8,4,1,6,5,9163.2
3197,0,41,42,27,5,1,26,2,3,5,3337.66
3198,0,46,37,11,5,0,1,1,1,5,5813.07
3199,0,55,44,9,2,7,23,2,1,5,6112.44
3201,0,61,37,50,0,5,12,1,2,5,3971.27
3202,0,69,41,32,3,3,27,1,4,5,5106.63
3203,0,58,36,13,6,5,25,2,1,5,6873.21
3204,0,49,30,26,3,1,17,1,7,5,8107.53
3205,0,52,45,16,1,6,11,1,1,5,4071.59
3206,1,18,32,38,2,6,12,1,6,5,6376.88
3207,0,26,45,9,2,8,27,1,7,5,7490.32
3208,0,38,47,21,1,5,20,1,7,5,5432.47
3209,0,33,42,1,1,5,20,1,2,5,3308.72
3210,0,21,32,39,1,4,16,1,6,5,2440.23
3211,0,52,38,17,2,6,12,1,2,5,2008.91
3214,1,50,47,31,1,2,14,1,2,5,4688.04
3215,1,73,42,47,2,7,30,1,3,5,6522.58
3216,1,63,30,9,2,5,21,1,6,5,8572.37
3217,0,45,40,35,5,0,1,1,7,5,9068.86
3218,0,13,31,39,5,6,29,1,6,5,2458.8
3219,0,18,43,60,4,5,23,1,1,5,2981.28
3220,0,32,42,36,0,2,6,1,2,5,2881.78
3222,1,76,44,29,0,3,3,1,3,5,17578.89
3223,0,44,40,43,2,9,25,1,1,5,2773.84
3224,0,56,42,31,1,4,2,1,7,5,7222.76
3226,1,60,38,22,3,3,6,2,1,5,6796.03
3227,0,52,43,6,0,5,5,1,6,5,6155.78
3228,0,26,30,36,0,8,25,1,3,5,4286.74
3229,0,69,26,29,6,5,11,1,4,5,11923.12
3231,0,41,40,30,5,0,29,3,2,5,2977.69
3232,1,47,31,38,1,2,14,1,3,5,11625.45
3233,0,28,40,28,3,9,5,1,7,5,5088.32
3235,0,48,39,11,3,4,25,2,1,5,3566.08
3236,1,81,30,23,2,2,15,1,1,5,10383.48
3237,0,36,42,1,0,2,13,1,6,5,13012.24
3238,0,47,40,18,1,0,11,4,1,5,3371.61
3239,0,49,34,37,5,8,2,1,4,5,5925.76
3240,0,19,33,18,3,5,1,1,2,5,1775.55
3241,0,43,44,14,6,9,8,3,2,5,5703.89
3242,0,56,43,13,1,7,15,2,2,5,3475.14
3243,0,50,32,22,1,8,12,1,2,5,3178.77
3244,0,70,39,16,3,2,16,1,2,5,1996.54
3246,0,64,36,14,0,9,2,1,4,5,9007.1
3247,0,36,27,10,6,9,1,2,1,5,6021.28
3250,1,77,24,22,1,3,25,2,6,5,10356.69
3252,1,15,43,11,1,0,4,1,3,5,8179.36
3253,0,62,43,5,4,8,29,1,7,5,11948.55
3254,0,32,42,7,4,6,21,2,1,5,4005.78
3256,0,60,45,14,6,8,10,1,1,5,7899.06
3257,1,70,24,28,0,5,12,1,1,5,9535.73
3258,0,24,32,14,2,4,17,1,2,5,2347.84
3259,0,69,34,5,3,3,20,1,4,5,12496.58
3260,0,70,41,8,5,1,26,2,6,5,3708.46
3261,1,19,41,14,4,2,3,2,1,5,7256.08
3262,0,75,39,12,2,2,1,3,1,5,3173.2
3263,0,69,43,40,5,4,20,1,6,5,4152.01
3264,0,50,39,49,3,7,3,1,1,5,4441.06
3265,0,30,36,12,1,3,4,2,2,5,2023.32
3266,0,29,40,24,3,5,8,1,1,5,2558.11
3267,0,48,45,21,3,3,13,3,3,5,4087.75
3268,0,82,34,13,2,3,5,1,6,5,5088.5
3269,1,38,40,67,5,4,13,1,6,5,7750.91
3270,0,52,32,2,1,1,8,2,1,5,7953.43
3271,1,73,40,25,3,4,11,1,3,5,9735.76
3272,0,55,29,29,4,5,30,1,2,5,2787.45
3273,0,47,29,8,5,2,4,1,3,5,4602.3
3274,0,26,40,28,0,5,12,2,7,5,7136.92
3275,1,64,39,47,1,9,10,1,6,5,9908.53
3276,0,68,35,11,0,5,5,2,2,5,4874.57
3278,1,71,36,17,3,3,27,1,2,5,4750.81
3280,0,69,43,11,3,8,21,1,1,5,3113.55
3281,0,57,38,58,1,5,13,1,1,5,2469.71
3282,1,53,46,10,2,8,13,1,2,5,9496.15
3284,0,36,38,39,4,0,14,1,6,5,4650.25
3286,0,55,32,22,4,8,8,1,7,5,5487.03
3287,0,83,42,20,4,1,18,1,4,5,7930.35
3288,0,68,43,31,6,8,17,1,2,5,4283.51
3289,0,26,42,5,2,5,7,2,6,5,4212.48
3290,0,47,33,4,0,8,25,2,7,5,23328.78
3291,0,75,42,6,2,8,27,1,1,5,3863.01
3293,0,45,33,15,6,7,27,1,1,5,8662.52
3294,1,78,40,26,6,6,30,1,6,5,9886.67
3295,0,62,45,22,2,9,4,1,1,5,2914.81
3296,1,69,35,5,6,3,23,1,7,5,27560.69
3297,0,46,41,16,4,9,13,2,7,5,9735.71
3298,0,39,36,51,4,6,7,1,7,5,8162.78
3300,1,34,40,16,2,8,27,2,1,5,12058.21
3301,1,61,44,23,1,0,25,1,3,5,6766.17
3302,1,70,39,14,0,2,27,1,1,5,16935.19
3303,0,51,37,8,3,9,5,1,2,5,2377.73
3304,0,45,47,34,2,4,10,1,4,5,6287.05
3305,0,58,41,14,4,4,19,3,2,5,1965.99
3306,1,49,42,34,0,0,31,1,7,5,32155.06
3307,0,54,41,25,6,4,7,1,2,5,2744.43
3309,1,52,39,19,0,1,21,1,1,5,17199.55
3310,0,30,37,40,6,9,15,1,4,5,7653.49
3311,0,63,42,3,1,5,27,1,1,5,4493.88
3312,0,34,35,15,4,6,28,3,2,5,3408.16
3313,1,70,44,19,0,7,7,1,1,5,12016.69
3318,1,39,45,8,4,8,15,2,2,5,7750.33
3319,0,46,40,31,2,6,12,1,3,5,5022.88
3320,0,32,44,51,1,1,1,1,2,5,2213.85
3321,0,45,32,15,0,5,26,1,2,5,5638
3322,0,69,38,10,2,6,5,2,2,5,2632.44
3324,0,73,28,28,1,2,21,2,1,5,3946.79
3325,0,40,26,10,1,1,8,2,2,5,4056.68
3327,1,33,32,0,1,1,29,1,4,5,42258.87
3328,0,72,31,63,4,10,10,1,4,5,7707.02
3329,1,67,44,22,0,3,17,1,6,5,17675.7
3330,0,23,45,35,5,8,23,1,4,5,6077.37
3334,0,66,40,6,5,5,3,2,1,5,4150.31
3335,1,40,42,10,6,0,16,1,4,5,46052.55
3337,0,33,34,0,4,6,7,1,2,5,4147.22
3338,0,83,43,24,2,1,16,2,7,5,7341.82
3340,0,55,40,31,3,6,27,2,1,5,4145.52
3341,1,26,41,15,0,8,4,1,2,5,7224.48
3343,1,39,34,13,4,9,6,1,7,5,26391.78
3344,0,65,34,18,3,8,7,2,2,5,1795.71
3345,0,65,37,11,4,7,25,3,1,5,4709.09
3346,1,13,31,17,4,6,7,2,1,5,7144.96
3347,1,51,32,12,6,5,11,1,7,5,24533.43
3348,0,53,38,54,5,3,22,1,2,5,2733.2
3349,0,33,43,15,3,4,4,1,4,5,6231.28
3350,0,49,43,9,2,3,5,1,3,5,3797.02
3351,0,66,42,17,1,8,12,3,2,5,2918
3352,0,72,40,0,3,6,20,1,1,5,5023.68
3354,1,46,26,19,0,4,8,1,3,5,12501.93
3356,1,40,34,29,2,6,5,1,2,5,8566.37
3357,0,81,43,26,6,1,13,1,3,5,6133.42
3359,0,56,28,16,2,8,6,5,2,5,2058.65
3360,1,60,34,21,3,8,28,1,1,5,7273.72
3361,0,23,37,27,1,6,4,1,7,5,5040.99
3364,0,28,35,29,3,9,12,1,4,5,5784.48
3365,0,39,45,17,1,0,4,2,2,5,2241.62
3368,0,64,39,45,3,3,27,1,2,5,2812.22
3369,0,50,46,18,2,5,7,3,4,5,10105.47
3370,0,20,46,27,2,7,30,1,2,5,1625.55
3371,0,27,29,31,5,2,25,1,1,5,2653.43
3373,1,79,42,12,2,2,29,2,7,5,21338.87
3375,0,33,47,27,0,5,26,1,4,5,8447.85
3376,0,44,46,33,6,8,3,1,7,5,8515.95
3378,0,53,42,18,0,4,8,1,2,5,4924.93
3380,0,36,36,11,0,7,21,1,3,5,8228.01
3381,0,37,39,3,3,8,28,1,2,5,5694.76
3382,0,39,37,11,3,6,27,3,2,5,2556.12
3383,0,84,44,14,5,8,23,2,2,5,3364.7
3384,0,55,42,22,3,2,23,1,1,5,2957.88
3386,1,58,45,33,1,8,5,2,6,5,10238.89
3389,0,73,44,11,3,6,27,1,1,5,5509.56
3390,0,67,44,18,3,4,4,2,2,5,2748.74
3392,0,34,40,27,4,5,23,3,2,5,3196.49
3393,1,29,40,45,2,6,5,1,4,5,13066.07
3394,0,58,37,34,5,0,29,1,2,5,2589.52
3395,0,28,42,29,6,6,30,1,2,5,2632.44
3397,0,62,41,50,1,0,11,1,2,5,1567.36
3399,0,29,42,17,6,1,6,2,2,5,2955.63
3400,0,65,35,24,6,6,23,1,3,5,6098.27
3401,0,29,38,33,1,8,19,2,1,5,2623.08
3402,0,36,35,60,1,7,1,1,4,5,6032.11
3403,0,46,34,13,1,8,5,2,4,5,12528.49
3404,0,44,33,21,1,2,28,1,1,5,3176.83
3405,0,67,38,26,5,6,15,1,3,5,2567.31
3406,0,29,26,30,1,1,8,2,1,5,2569.75
3407,1,49,38,13,0,0,3,3,2,5,13263.13
3412,0,76,36,35,2,2,1,2,4,5,4751.89
3414,1,29,46,1,3,5,22,1,1,5,13170.05
3416,0,47,38,15,5,0,8,1,2,5,3476.62
3418,0,61,44,17,4,8,29,2,1,5,2608.11
3419,0,76,27,11,5,6,29,3,1,5,5106.77
3420,0,56,27,27,4,4,19,1,6,5,3760.36
3421,0,20,41,4,5,6,29,2,6,5,4385.82
3422,0,75,44,58,0,9,9,1,3,5,6648.3
3423,1,48,47,21,3,9,12,1,3,5,8064.57
3425,0,71,30,20,2,8,20,1,2,5,2654.61
3427,1,40,45,14,2,2,1,2,1,5,10761.26
3429,0,77,47,44,0,4,22,1,7,5,10725.42
3430,1,38,43,11,1,4,16,2,2,5,9621.31
3431,0,49,31,21,2,9,18,1,2,5,2103.07
3432,0,71,44,41,5,6,22,1,7,5,7598.84
3433,0,31,26,6,4,4,12,1,1,5,3951.66
3434,0,52,39,24,6,3,30,2,2,5,2840.4
3436,0,71,34,29,6,4,28,2,2,5,2929.46
3437,0,63,40,3,1,6,4,1,2,5,4406.99
3438,0,72,42,11,5,5,24,2,1,5,4620.56
3439,0,83,36,13,5,6,22,1,7,5,8486.32
3440,0,73,33,16,1,8,5,3,2,5,3132.57
3442,0,48,44,21,1,2,7,1,6,5,3094.62
3443,0,36,24,5,1,9,3,2,2,5,4551.69
3445,0,70,43,2,3,0,20,1,2,5,4743.98
3446,0,23,34,25,0,4,8,3,2,5,2617.42
3447,0,37,41,16,6,5,11,2,4,5,10221.76
3450,0,63,44,9,0,4,15,3,2,5,5370.19
3451,0,78,33,16,4,5,9,3,4,5,6245.6
3452,0,35,48,27,1,7,15,1,6,5,3083.04
3454,1,78,41,21,1,7,22,3,2,5,6818.19
3456,0,72,34,9,1,8,26,2,2,5,3244.2
3457,1,20,43,5,1,7,8,1,4,5,19855.97
3458,0,49,39,10,5,0,15,1,3,5,6025.78
3459,0,37,42,36,5,4,13,2,2,5,1984.77
3462,0,65,42,3,2,6,5,2,1,5,4449.45
3464,0,39,43,22,6,5,18,2,3,5,4672.28
3465,0,42,43,14,3,3,6,2,1,5,5646.94
3467,0,48,34,19,3,2,2,1,7,5,6234.49
3469,0,42,38,23,2,8,20,1,1,5,3080.73
3471,1,57,36,3,2,3,12,2,3,5,11500.2
3472,1,65,37,9,5,0,1,1,6,5,12980.26
3473,0,65,42,16,2,2,15,3,6,5,4566.54
3474,0,83,43,2,6,2,12,1,7,5,20692.07
3475,0,35,38,16,4,8,1,2,2,5,1837.6
3477,0,41,45,61,5,10,25,1,1,5,4980.17
3478,0,17,33,10,2,2,29,1,3,5,3799.79
3479,0,59,31,20,3,3,20,1,1,5,4474.44
3480,1,38,43,8,4,8,22,1,2,5,7301.04
3481,1,39,40,29,5,5,24,2,2,5,8059.2
3482,1,31,25,23,6,5,18,1,2,5,7289.91
3483,0,75,42,26,5,1,26,4,1,5,2563.26
3484,0,17,26,13,1,1,8,1,2,5,1802.95
3485,0,20,42,28,2,9,18,1,7,5,4733.85
3486,1,62,45,9,6,6,2,2,7,5,28024.17
3488,1,58,46,24,1,3,11,1,6,5,10844.85
3489,0,44,44,10,5,1,5,1,1,5,4525.67
3490,1,17,40,34,5,8,30,1,3,5,6745.15
3492,1,57,36,6,2,2,22,2,2,5,6889.52
3493,0,46,44,25,4,3,7,1,3,5,4062.17
3494,1,46,44,17,3,2,23,1,1,5,10344.36
3496,1,65,32,41,0,7,14,1,6,5,14340.14
3498,0,65,40,7,5,1,19,1,6,5,5707.03
3499,1,53,29,29,0,9,2,1,3,5,10323.06
3501,1,82,32,24,3,5,8,1,7,5,18445.24
3502,0,65,40,8,1,6,18,1,3,5,5288.96
3503,1,36,36,5,0,4,1,2,2,5,11470.54
3504,1,39,32,26,0,7,21,1,3,5,18983.41
3506,0,54,32,18,0,6,10,1,4,5,13955.68
3507,1,16,30,39,2,8,20,1,2,5,4152.96
3508,0,43,44,28,3,6,13,1,1,5,3605.91
3509,0,62,42,49,2,8,13,1,2,5,2263.36
3510,0,53,44,22,3,8,28,1,2,5,2151.47
3512,1,22,35,24,4,7,18,1,6,5,6561.06
3513,0,58,28,39,4,4,19,1,1,5,3789.2
3516,0,66,43,26,0,9,23,1,1,5,6580.55
3518,0,67,45,9,0,8,11,2,7,5,17046.18
3520,0,56,39,41,3,8,28,1,6,5,2482.74
3521,0,45,44,27,5,7,12,1,3,5,5805.93
3522,0,65,42,28,3,6,27,1,2,5,1514.3
3524,0,70,37,29,1,8,12,1,2,5,1985.95
3525,0,63,42,34,0,0,31,2,7,5,7023.68
3529,0,42,35,27,1,8,5,1,2,5,3447.41
3531,0,21,32,9,3,8,7,1,3,5,3199.71
3532,0,53,32,10,1,7,22,1,1,5,5947.32
3533,0,18,31,21,1,1,1,2,6,5,2975.07
3534,0,54,26,20,1,8,26,2,4,5,8614.65
3536,1,53,37,1,4,0,14,1,2,5,13662.32
3537,1,42,24,12,2,8,6,4,2,5,6685.56
3538,0,59,27,33,3,3,6,1,7,5,5175.63
3539,0,16,37,23,1,1,8,1,2,5,2063.67
3540,1,57,42,22,4,6,28,2,2,5,4775.53
3541,0,18,42,33,4,2,24,1,6,5,2649.52
3542,1,64,47,52,5,6,8,1,2,5,6488.6
3545,0,37,36,64,4,7,4,1,4,5,9071.86
3546,0,33,40,17,2,8,6,1,6,5,2840.54
3547,0,78,44,26,0,6,31,3,2,5,4531.95
3548,0,37,40,2,4,3,28,1,2,5,5674.89
3549,1,46,45,16,6,8,10,2,2,5,10123.85
3550,0,42,39,36,3,5,1,1,7,5,8677.66
3552,0,35,47,3,3,7,24,1,4,5,15327.99
3553,1,19,38,45,2,3,5,1,6,5,5958.23
3556,0,26,26,0,2,8,13,2,6,5,5112.42
3558,0,33,36,16,0,8,18,2,2,5,3027.83
3559,1,52,40,4,3,8,21,1,3,5,18044.74
3561,0,52,38,37,5,4,13,1,1,5,3044.27
3562,0,18,38,39,1,8,5,1,4,5,4953.49
3563,0,25,43,6,2,5,7,1,7,5,7311.46
3564,1,82,32,3,4,7,18,1,3,5,17493.15
3565,1,72,39,33,4,5,9,2,3,5,9523.77
3568,0,33,26,25,4,2,17,1,2,5,1820.7
3569,0,65,42,48,0,3,3,1,2,5,2793.55
3570,1,46,35,29,2,4,24,1,3,5,7895.02
3572,1,42,33,7,4,6,21,3,1,5,19250.94
3573,0,34,44,9,4,7,25,1,2,5,2342.37
3574,0,40,37,17,1,2,28,1,2,5,3173.39
3575,0,44,45,36,3,4,11,1,2,5,2194.06
3576,0,50,40,13,3,5,22,1,3,5,3543.31
3578,1,75,36,1,2,5,28,2,1,5,12139.36
3579,0,15,42,6,1,0,11,2,6,5,3564.83
3580,0,58,47,9,5,6,29,3,6,5,5403.72
3581,0,79,44,2,5,4,20,2,1,5,7394.08
3583,1,77,44,19,2,6,26,1,1,5,7111.12
3584,1,15,36,14,3,8,21,1,2,5,5099.95
3585,0,39,25,52,4,10,10,1,1,5,3089.57
3587,0,55,46,44,6,7,20,1,7,5,8148.97
3589,1,14,35,24,3,8,28,1,4,5,13688.5
3591,0,32,27,57,5,8,23,1,1,5,2592.38
3592,0,58,28,10,0,8,4,5,2,5,3522.06
3594,0,72,42,61,2,7,9,1,3,5,2603.49
3595,1,29,29,19,1,6,11,1,3,5,6927.7
3596,0,76,44,58,1,8,12,1,7,5,7675.22
3597,0,30,38,29,3,7,3,1,4,5,5631.33
3598,1,67,38,15,1,8,19,1,1,5,11030.67
3599,0,47,34,10,6,1,20,2,4,5,20080.82
3601,0,65,45,14,6,0,16,1,2,5,3195.04
3603,0,48,29,24,2,1,16,1,1,5,5155.05
3604,0,33,37,27,5,3,8,1,1,5,2564.39
3605,0,69,44,36,4,6,7,1,1,5,3146.42
3610,0,70,38,45,4,5,30,1,1,5,2773.05
3612,1,76,33,21,0,6,31,1,2,5,11202.33
3613,1,45,40,17,3,7,31,1,2,5,5654.74
3615,0,55,46,6,2,2,8,1,7,5,11469.87
3616,0,43,40,3,2,3,19,1,2,5,5880.01
3617,0,32,44,26,5,6,8,1,2,5,2407.74
3619,0,21,40,16,6,7,13,2,1,5,4342.31
3620,0,70,40,3,4,7,25,1,1,5,4660.53
3622,0,36,36,20,6,8,10,1,1,5,4637.65
3624,1,59,33,31,6,9,15,1,7,5,19775.1
3625,0,21,45,13,2,2,29,2,1,5,3150.75
3628,0,68,44,10,4,5,9,2,2,5,4188.09
3629,0,52,43,25,1,4,2,1,7,5,8321.47
3631,1,53,40,14,1,9,3,1,3,5,11874.01
3632,0,60,41,0,3,0,6,1,6,5,7900.5
3633,0,29,39,26,0,2,6,1,1,5,3837.82
3634,0,30,32,44,6,9,8,1,4,5,8758.36
3635,1,84,46,18,1,4,16,1,7,5,20511.53
3636,1,56,45,12,1,2,21,1,4,5,26180.5
3638,0,68,44,36,1,1,29,1,1,5,2644.87
3639,0,16,28,38,3,6,13,1,4,5,5040.26
3641,0,67,34,23,3,6,27,2,2,5,3081.72
3642,0,77,43,20,4,5,23,1,2,5,1523.25
3643,1,34,47,31,1,7,8,1,4,5,14569.14
3645,0,53,41,20,0,4,29,1,1,5,6788.98
3647,0,47,38,32,4,6,21,1,2,5,2971.97
3648,1,54,31,19,4,8,29,1,6,5,10753.35
3650,0,28,26,1,6,3,2,1,2,5,4973.28
3651,1,71,43,30,3,8,7,1,1,5,10512.19
3652,1,40,35,48,3,8,7,2,1,5,12658.62
3653,0,44,36,38,3,7,10,1,2,5,3043.07
3655,1,53,27,17,6,2,12,2,6,5,17592.15
3656,0,77,43,27,3,7,10,2,2,5,1745.57
3657,0,75,40,16,3,6,6,1,4,5,5554.63
3658,1,53,24,18,3,7,24,1,4,5,15318.92
3659,1,71,43,28,5,4,20,1,2,5,4526.1
3660,0,35,36,41,6,5,25,1,4,5,8765.82
3662,1,73,39,16,1,8,12,1,3,5,10688
3664,0,20,44,40,1,9,31,1,7,5,5651.56
3666,0,47,40,4,4,4,19,1,1,5,5024.91
3667,0,67,45,48,2,5,21,1,1,5,3416.41
3669,0,20,43,30,5,8,9,2,1,5,2867.52
3670,0,37,41,33,0,8,18,1,1,5,4590.11
3671,0,49,36,22,1,7,1,2,2,5,2167.71
3677,0,45,37,12,1,3,4,1,4,5,7817.26
3678,0,42,32,2,6,8,3,1,4,5,26309.44
3679,0,19,38,9,2,4,24,1,3,5,3454.1
3680,1,19,43,8,0,4,22,2,6,5,14192.23
3681,0,24,43,17,1,1,1,1,1,7,4402.06
3682,1,74,34,9,0,3,3,1,1,7,30094.48
3683,1,61,47,30,5,6,22,1,1,7,9676.03
3684,0,81,40,31,0,4,8,1,5,7,10886.1
3685,0,80,37,34,6,2,5,1,5,7,10416.66
3686,0,71,44,14,3,7,17,1,1,7,4398.24
3687,0,31,32,6,3,4,11,1,4,7,2547.71
3688,0,58,41,7,5,7,19,1,1,7,5651.97
3689,0,62,37,16,4,3,21,1,5,7,4923.1
3690,0,74,37,8,1,4,2,1,1,7,8033.21
3693,0,74,45,22,5,0,22,1,2,7,5073.76
3694,0,36,36,18,1,3,18,1,1,7,7640.8
3695,1,14,36,58,5,0,8,1,3,7,6942.36
3697,1,21,35,26,3,2,9,1,3,7,7774.18
3698,0,49,36,11,5,1,5,1,2,7,6224.82
3700,0,54,37,28,5,7,26,1,2,7,4411.17
3701,0,48,42,18,4,8,22,2,1,7,7422.15
3703,0,65,24,18,2,4,17,1,6,7,6426.01
3704,0,73,41,22,5,2,4,2,2,7,4473.18
3705,0,33,43,32,1,0,4,3,1,7,4177.03
3706,0,18,41,21,5,2,11,1,4,7,2139.19
3707,0,25,36,2,2,7,30,1,2,7,7558.31
3708,1,80,45,12,5,3,29,1,3,7,14655.94
3709,0,40,35,63,1,9,17,1,4,7,3113.06
3710,0,83,41,52,4,3,7,1,1,7,5968.62
3711,0,30,38,26,6,7,13,2,5,7,7695.86
3712,1,59,40,33,3,6,27,1,5,7,18373.55
3714,0,66,38,9,5,8,2,1,6,7,5841.42
3715,0,51,44,4,4,5,2,1,5,7,9444.77
3716,0,17,35,25,2,1,23,1,6,7,4622.82
3717,0,47,28,18,1,9,10,1,1,7,7839.99
3718,0,66,43,36,1,5,27,1,4,7,3097.12
3720,0,72,43,26,1,7,8,2,5,7,7176.45
3721,0,45,29,32,1,3,11,1,1,7,4334.02
