SL. No.,Class,Age,time,adv_bookdays,weekday,month,monthday,demand,from_ind,to_ind,Fare
3071,0,21.8,44,45,2,3,12,1,2,5,1526.46
3072,0,45.7,42,5,4,5,16,1,3,5,4971.43
3073,1,76.1,32,9,3,5,1,1,3,5,8675.64
3075,0,16.4,38,15,3,1,24,2,2,5,1596.47
3076,1,67.3,29,0,5,6,1,1,4,5,25342
3077,1,29,45,33,6,3,16,1,1,5,10780.23
3078,0,34.8,31,23,6,8,17,1,2,5,3075.49
3081,0,15.8,34,15,6,9,1,3,6,5,4382.62
3082,0,29.8,25,2,5,3,15,1,1,5,4941.19
3085,1,40.5,27,21,0,2,20,1,7,5,34284.09
3086,1,25,46,28,5,3,29,1,4,5,13822.33
3087,1,57.2,34,17,3,2,16,2,6,5,11564.94
3088,0,71.5,36,10,2,1,2,1,7,5,6029.03
3090,1,40.1,44,12,3,1,10,3,2,5,10119.31
3091,0,35.8,47,7,2,4,31,2,7,5,7951.85
3092,1,38.6,38,58,2,7,9,1,1,5,11839.44
3094,0,57.4,36,23,4,0,21,2,2,5,1850.38
3095,0,59,40,37,6,3,16,1,3,5,3808.22
3096,0,76.6,42,32,5,0,15,2,2,5,2570.24
3097,0,71.4,38,36,0,1,28,1,2,5,4020.22
3098,0,83.3,46,20,1,4,9,1,7,5,7397.65
3100,0,46.3,31,34,6,8,10,1,4,5,9646.26
3101,0,41.4,38,13,2,1,23,2,2,5,2482.19
3103,1,45.4,43,33,3,4,11,3,2,5,5227.16
3104,1,50.1,41,37,1,2,7,1,3,5,7062.53
3105,1,16.8,25,12,1,0,4,3,2,5,5377.19
3106,0,65.5,34,19,4,4,26,1,2,5,3330.56
3107,0,15,39,26,1,5,20,1,1,5,2925.43
3109,0,56.1,38,3,0,8,4,1,1,5,10489.53
3110,0,54.3,36,15,5,7,5,2,2,5,2908.56
3111,0,30.2,32,5,1,2,21,1,2,5,2820.87
3112,0,38.1,35,30,2,5,7,2,4,5,9314.78
3113,1,49.4,36,17,6,3,2,1,4,5,24396.26
3114,0,67.8,46,24,5,9,7,1,1,5,2864.39
3118,0,55.6,31,40,5,5,17,1,2,5,1816.08
3121,0,38.8,35,8,5,5,3,1,1,5,4551.7
3122,1,79.3,31,25,6,9,8,1,7,5,27102.63
3123,1,44.4,38,52,1,4,2,1,1,5,12119.3
3124,1,35.4,34,24,3,1,24,1,2,5,5371.23
3125,0,29.8,44,33,5,4,6,2,2,5,2163.28
3129,1,75.8,27,44,3,4,11,1,7,5,11958.5
3130,0,48.6,32,17,4,1,11,1,3,5,4873.16
3133,0,47.9,38,30,2,8,20,1,4,5,9439.88
3134,0,37.4,39,9,4,5,23,1,7,5,7338.92
3135,0,31.7,35,35,3,3,27,1,1,5,2886.78
3140,0,58,45,34,2,8,6,1,3,5,4870.92
3141,0,65.1,42,8,2,1,2,1,2,5,3320.86
3142,0,73.5,41,33,6,5,11,1,1,5,5732.54
3143,0,42.3,28,4,2,8,13,2,2,5,3380.59
3144,0,42.5,35,33,6,4,7,2,2,5,5381.39
3145,0,63.9,41,4,2,4,31,1,1,5,4286.72
3146,1,48.9,45,1,5,3,22,2,2,5,17254.37
3147,1,70.8,41,21,4,3,7,1,4,5,20516.33
3148,0,62.4,41,37,3,4,11,1,7,5,7193.88
3150,0,55.5,25,1,4,2,3,1,7,5,9574.27
3151,0,56,27,24,4,2,31,1,2,5,2562.35
3152,0,67.8,38,1,5,1,19,1,4,5,14830.06
3153,1,30.1,27,21,1,7,1,3,2,5,4652.05
3154,1,45.6,40,28,0,7,7,1,2,5,7751.34
3156,1,58.3,40,12,3,2,30,2,1,5,11840.11
3157,1,21.7,39,17,3,8,14,1,1,5,6848.23
3158,1,66.9,44,6,4,0,7,2,1,5,11390.84
3159,0,33.2,45,1,0,8,4,1,2,5,5825.18
3160,0,65.8,28,4,0,7,21,4,1,5,10102.46
3161,0,22.4,41,24,1,2,14,1,7,5,4683.54
3162,0,75.5,43,39,1,3,4,1,3,5,3788.71
3163,0,68.8,30,16,1,1,29,1,1,5,2881.28
3164,0,72.5,40,9,6,2,5,2,1,5,7976.15
3165,1,44.6,44,24,2,0,12,1,1,5,8844.41
3166,1,35.7,43,19,4,2,3,2,6,5,8402.93
3167,0,74.8,41,9,0,4,1,1,2,5,3458.27
3169,0,71.8,31,5,0,3,10,2,4,5,18445.59
3170,0,62.8,43,27,6,0,23,1,2,5,2661
3172,1,43.6,42,0,0,8,4,2,2,5,24435.91
3173,0,30.5,29,37,5,9,28,1,2,5,1353.63
3174,1,58.6,39,43,4,5,30,1,3,5,9948.03
3175,0,38.1,47,16,1,8,26,1,7,5,6177.28
3176,0,31.4,33,7,4,2,10,1,3,5,4484.96
3177,0,70.6,47,41,5,6,8,1,4,5,5141.5
3178,0,36,33,52,4,0,7,1,4,5,6269.36
3179,1,36.1,41,29,3,7,10,1,2,5,5159.16
3180,0,74.5,39,1,6,5,11,1,4,5,22282.16
3182,0,52.6,44,61,1,6,11,1,1,5,5001.58
3184,0,70.6,38,24,5,1,26,3,1,5,4171.82
3185,0,57.7,45,18,4,8,22,1,3,5,3097.7
3186,0,35.6,26,43,4,5,23,2,2,5,3131.85
3187,1,63.6,35,13,2,9,4,1,2,5,5072.18
3190,0,62,28,18,3,7,31,1,4,5,8440.55
3191,1,67.8,41,21,5,6,22,2,6,5,9952.45
3192,0,33.3,39,1,6,2,26,2,2,5,7892.58
3193,1,55.7,44,6,5,7,19,1,4,5,21499.72
3194,0,74.9,44,29,5,1,26,1,3,5,2488.97
3195,0,72.5,27,5,0,8,4,1,6,5,9163.2
3197,0,40.6,42,27,5,1,26,2,3,5,3337.66
3198,0,45.6,37,11,5,0,1,1,1,5,5813.07
3199,0,54.6,44,9,2,7,23,2,1,5,6112.44
3201,0,61,37,50,0,5,12,1,2,5,3971.27
3202,0,68.5,41,32,3,3,27,1,4,5,5106.63
3203,0,57.9,36,13,6,5,25,2,1,5,6873.21
3204,0,48.9,30,26,3,1,17,1,7,5,8107.53
3205,0,51.9,45,16,1,6,11,1,1,5,4071.59
3206,1,17.8,32,38,2,6,12,1,6,5,6376.88
3207,0,25.6,45,9,2,8,27,1,7,5,7490.32
3208,0,38.2,47,21,1,5,20,1,7,5,5432.47
3209,0,32.8,42,1,1,5,20,1,2,5,3308.72
3210,0,21.3,32,39,1,4,16,1,6,5,2440.23
3211,0,51.9,38,17,2,6,12,1,2,5,2008.91
3214,1,49.9,47,31,1,2,14,1,2,5,4688.04
3215,1,73.3,42,47,2,7,30,1,3,5,6522.58
3216,1,62.9,30,9,2,5,21,1,6,5,8572.37
3217,0,45.3,40,35,5,0,1,1,7,5,9068.86
3218,0,13.1,31,39,5,6,29,1,6,5,2458.8
3219,0,17.7,43,60,4,5,23,1,1,5,2981.28
3220,0,31.6,42,36,0,2,6,1,2,5,2881.78
3222,1,76.4,44,29,0,3,3,1,3,5,17578.89
3223,0,43.9,40,43,2,9,25,1,1,5,2773.84
3224,0,55.9,42,31,1,4,2,1,7,5,7222.76
3226,1,60.2,38,22,3,3,6,2,1,5,6796.03
3227,0,52.3,43,6,0,5,5,1,6,5,6155.78
3228,0,25.5,30,36,0,8,25,1,3,5,4286.74
3229,0,68.6,26,29,6,5,11,1,4,5,11923.12
3231,0,41.3,40,30,5,0,29,3,2,5,2977.69
3232,1,47,31,38,1,2,14,1,3,5,11625.45
3233,0,27.9,40,28,3,9,5,1,7,5,5088.32
3235,0,48.1,39,11,3,4,25,2,1,5,3566.08
3236,1,80.7,30,23,2,2,15,1,1,5,10383.48
3237,0,36.3,42,1,0,2,13,1,6,5,13012.24
3238,0,46.8,40,18,1,0,11,4,1,5,3371.61
3239,0,48.5,34,37,5,8,2,1,4,5,5925.76
3240,0,18.9,33,18,3,5,1,1,2,5,1775.55
3241,0,43,44,14,6,9,8,3,2,5,5703.89
3242,0,55.9,43,13,1,7,15,2,2,5,3475.14
3243,0,50,32,22,1,8,12,1,2,5,3178.77
3244,0,69.7,39,16,3,2,16,1,2,5,1996.54
3246,0,63.6,36,14,0,9,2,1,4,5,9007.1
3247,0,36.3,27,10,6,9,1,2,1,5,6021.28
3250,1,76.9,24,22,1,3,25,2,6,5,10356.69
3252,1,15.4,43,11,1,0,4,1,3,5,8179.36
3253,0,62,43,5,4,8,29,1,7,5,11948.55
3254,0,31.8,42,7,4,6,21,2,1,5,4005.78
3256,0,60.3,45,14,6,8,10,1,1,5,7899.06
3257,1,70,24,28,0,5,12,1,1,5,9535.73
3258,0,23.5,32,14,2,4,17,1,2,5,2347.84
3259,0,69.2,34,5,3,3,20,1,4,5,12496.58
3260,0,69.9,41,8,5,1,26,2,6,5,3708.46
3261,1,19.4,41,14,4,2,3,2,1,5,7256.08
3262,0,74.8,39,12,2,2,1,3,1,5,3173.2
3263,0,69.3,43,40,5,4,20,1,6,5,4152.01
3264,0,49.5,39,49,3,7,3,1,1,5,4441.06
3265,0,30.3,36,12,1,3,4,2,2,5,2023.32
3266,0,29.3,40,24,3,5,8,1,1,5,2558.11
3267,0,47.8,45,21,3,3,13,3,3,5,4087.75
3268,0,81.8,34,13,2,3,5,1,6,5,5088.5
3269,1,37.6,40,67,5,4,13,1,6,5,7750.91
3270,0,51.6,32,2,1,1,8,2,1,5,7953.43
3271,1,73.2,40,25,3,4,11,1,3,5,9735.76
3272,0,55,29,29,4,5,30,1,2,5,2787.45
3273,0,47.1,29,8,5,2,4,1,3,5,4602.3
3274,0,25.9,40,28,0,5,12,2,7,5,7136.92
3275,1,64.1,39,47,1,9,10,1,6,5,9908.53
3276,0,68,35,11,0,5,5,2,2,5,4874.57
3278,1,70.8,36,17,3,3,27,1,2,5,4750.81
3280,0,68.5,43,11,3,8,21,1,1,5,3113.55
3281,0,56.7,38,58,1,5,13,1,1,5,2469.71
3282,1,53,46,10,2,8,13,1,2,5,9496.15
3284,0,36.4,38,39,4,0,14,1,6,5,4650.25
3286,0,55.4,32,22,4,8,8,1,7,5,5487.03
3287,0,83,42,20,4,1,18,1,4,5,7930.35
3288,0,67.8,43,31,6,8,17,1,2,5,4283.51
3289,0,26.3,42,5,2,5,7,2,6,5,4212.48
3290,0,47.2,33,4,0,8,25,2,7,5,23328.78
3291,0,75.3,42,6,2,8,27,1,1,5,3863.01
3293,0,45.1,33,15,6,7,27,1,1,5,8662.52
3294,1,78,40,26,6,6,30,1,6,5,9886.67
3295,0,61.6,45,22,2,9,4,1,1,5,2914.81
3296,1,69,35,5,6,3,23,1,7,5,27560.69
3297,0,46.4,41,16,4,9,13,2,7,5,9735.71
3298,0,38.8,36,51,4,6,7,1,7,5,8162.78
3300,1,34.4,40,16,2,8,27,2,1,5,12058.21
3301,1,61.4,44,23,1,0,25,1,3,5,6766.17
3302,1,70,39,14,0,2,27,1,1,5,16935.19
3303,0,51,37,8,3,9,5,1,2,5,2377.73
3304,0,45.4,47,34,2,4,10,1,4,5,6287.05
3305,0,57.8,41,14,4,4,19,3,2,5,1965.99
3306,1,48.6,42,34,0,0,31,1,7,5,32155.06
3307,0,53.8,41,25,6,4,7,1,2,5,2744.43
3309,1,51.5,39,19,0,1,21,1,1,5,17199.55
3310,0,29.7,37,40,6,9,15,1,4,5,7653.49
3311,0,63.1,42,3,1,5,27,1,1,5,4493.88
3312,0,34,35,15,4,6,28,3,2,5,3408.16
3313,1,69.5,44,19,0,7,7,1,1,5,12016.69
3318,1,39.4,45,8,4,8,15,2,2,5,7750.33
3319,0,45.8,40,31,2,6,12,1,3,5,5022.88
3320,0,31.9,44,51,1,1,1,1,2,5,2213.85
3321,0,44.8,32,15,0,5,26,1,2,5,5638
3322,0,68.5,38,10,2,6,5,2,2,5,2632.44
3324,0,72.6,28,28,1,2,21,2,1,5,3946.79
3325,0,39.9,26,10,1,1,8,2,2,5,4056.68
3327,1,32.9,32,0,1,1,29,1,4,5,42258.87
3328,0,72,31,63,4,10,10,1,4,5,7707.02
3329,1,66.8,44,22,0,3,17,1,6,5,17675.7
3330,0,23.1,45,35,5,8,23,1,4,5,6077.37
3334,0,66.3,40,6,5,5,3,2,1,5,4150.31
3335,1,40.2,42,10,6,0,16,1,4,5,46052.55
3337,0,33.1,34,0,4,6,7,1,2,5,4147.22
3338,0,83.4,43,24,2,1,16,2,7,5,7341.82
3340,0,54.6,40,31,3,6,27,2,1,5,4145.52
3341,1,25.6,41,15,0,8,4,1,2,5,7224.48
3343,1,38.5,34,13,4,9,6,1,7,5,26391.78
3344,0,65,34,18,3,8,7,2,2,5,1795.71
3345,0,64.6,37,11,4,7,25,3,1,5,4709.09
3346,1,12.9,31,17,4,6,7,2,1,5,7144.96
3347,1,51.2,32,12,6,5,11,1,7,5,24533.43
3348,0,53.2,38,54,5,3,22,1,2,5,2733.2
3349,0,32.6,43,15,3,4,4,1,4,5,6231.28
3350,0,49.3,43,9,2,3,5,1,3,5,3797.02
3351,0,66.3,42,17,1,8,12,3,2,5,2918
3352,0,71.6,40,0,3,6,20,1,1,5,5023.68
3354,1,45.6,26,19,0,4,8,1,3,5,12501.93
3356,1,39.9,34,29,2,6,5,1,2,5,8566.37
3357,0,80.5,43,26,6,1,13,1,3,5,6133.42
3359,0,56.4,28,16,2,8,6,5,2,5,2058.65
3360,1,59.6,34,21,3,8,28,1,1,5,7273.72
3361,0,22.7,37,27,1,6,4,1,7,5,5040.99
3364,0,28.4,35,29,3,9,12,1,4,5,5784.48
3365,0,38.7,45,17,1,0,4,2,2,5,2241.62
3368,0,64.1,39,45,3,3,27,1,2,5,2812.22
3369,0,49.9,46,18,2,5,7,3,4,5,10105.47
3370,0,20.2,46,27,2,7,30,1,2,5,1625.55
3371,0,27.3,29,31,5,2,25,1,1,5,2653.43
3373,1,79.1,42,12,2,2,29,2,7,5,21338.87
3375,0,32.5,47,27,0,5,26,1,4,5,8447.85
3376,0,44.4,46,33,6,8,3,1,7,5,8515.95
3378,0,52.6,42,18,0,4,8,1,2,5,4924.93
3380,0,36,36,11,0,7,21,1,3,5,8228.01
3381,0,37.4,39,3,3,8,28,1,2,5,5694.76
3382,0,39,37,11,3,6,27,3,2,5,2556.12
3383,0,83.7,44,14,5,8,23,2,2,5,3364.7
3384,0,55.3,42,22,3,2,23,1,1,5,2957.88
3386,1,58.1,45,33,1,8,5,2,6,5,10238.89
3389,0,72.5,44,11,3,6,27,1,1,5,5509.56
3390,0,67,44,18,3,4,4,2,2,5,2748.74
3392,0,33.9,40,27,4,5,23,3,2,5,3196.49
3393,1,28.6,40,45,2,6,5,1,4,5,13066.07
3394,0,58.3,37,34,5,0,29,1,2,5,2589.52
3395,0,28.3,42,29,6,6,30,1,2,5,2632.44
3397,0,62.1,41,50,1,0,11,1,2,5,1567.36
3399,0,29.1,42,17,6,1,6,2,2,5,2955.63
3400,0,65.2,35,24,6,6,23,1,3,5,6098.27
3401,0,28.7,38,33,1,8,19,2,1,5,2623.08
3402,0,35.8,35,60,1,7,1,1,4,5,6032.11
3403,0,46,34,13,1,8,5,2,4,5,12528.49
3404,0,43.5,33,21,1,2,28,1,1,5,3176.83
3405,0,66.8,38,26,5,6,15,1,3,5,2567.31
3406,0,28.5,26,30,1,1,8,2,1,5,2569.75
3407,1,48.9,38,13,0,0,3,3,2,5,13263.13
3412,0,75.8,36,35,2,2,1,2,4,5,4751.89
3414,1,29.3,46,1,3,5,22,1,1,5,13170.05
3416,0,47.2,38,15,5,0,8,1,2,5,3476.62
3418,0,60.8,44,17,4,8,29,2,1,5,2608.11
3419,0,76.1,27,11,5,6,29,3,1,5,5106.77
3420,0,56,27,27,4,4,19,1,6,5,3760.36
3421,0,19.9,41,4,5,6,29,2,6,5,4385.82
3422,0,75.1,44,58,0,9,9,1,3,5,6648.3
3423,1,47.7,47,21,3,9,12,1,3,5,8064.57
3425,0,70.5,30,20,2,8,20,1,2,5,2654.61
3427,1,39.7,45,14,2,2,1,2,1,5,10761.26
3429,0,77.3,47,44,0,4,22,1,7,5,10725.42
3430,1,37.6,43,11,1,4,16,2,2,5,9621.31
3431,0,48.5,31,21,2,9,18,1,2,5,2103.07
3432,0,70.9,44,41,5,6,22,1,7,5,7598.84
3433,0,30.5,26,6,4,4,12,1,1,5,3951.66
3434,0,51.7,39,24,6,3,30,2,2,5,2840.4
3436,0,70.6,34,29,6,4,28,2,2,5,2929.46
3437,0,62.8,40,3,1,6,4,1,2,5,4406.99
3438,0,71.5,42,11,5,5,24,2,1,5,4620.56
3439,0,83.1,36,13,5,6,22,1,7,5,8486.32
3440,0,73.1,33,16,1,8,5,3,2,5,3132.57
3442,0,47.7,44,21,1,2,7,1,6,5,3094.62
3443,0,35.6,24,5,1,9,3,2,2,5,4551.69
3445,0,70,43,2,3,0,20,1,2,5,4743.98
3446,0,22.8,34,25,0,4,8,3,2,5,2617.42
3447,0,37.2,41,16,6,5,11,2,4,5,10221.76
3450,0,63,44,9,0,4,15,3,2,5,5370.19
3451,0,78.2,33,16,4,5,9,3,4,5,6245.6
3452,0,35.3,48,27,1,7,15,1,6,5,3083.04
3454,1,78.2,41,21,1,7,22,3,2,5,6818.19
3456,0,71.9,34,9,1,8,26,2,2,5,3244.2
3457,1,19.8,43,5,1,7,8,1,4,5,19855.97
3458,0,48.6,39,10,5,0,15,1,3,5,6025.78
3459,0,37.2,42,36,5,4,13,2,2,5,1984.77
3462,0,64.9,42,3,2,6,5,2,1,5,4449.45
3464,0,38.7,43,22,6,5,18,2,3,5,4672.28
3465,0,42.2,43,14,3,3,6,2,1,5,5646.94
3467,0,47.6,34,19,3,2,2,1,7,5,6234.49
3469,0,42.2,38,23,2,8,20,1,1,5,3080.73
3471,1,57.2,36,3,2,3,12,2,3,5,11500.2
3472,1,65.1,37,9,5,0,1,1,6,5,12980.26
3473,0,64.8,42,16,2,2,15,3,6,5,4566.54
3474,0,82.7,43,2,6,2,12,1,7,5,20692.07
3475,0,35.1,38,16,4,8,1,2,2,5,1837.6
3477,0,40.8,45,61,5,10,25,1,1,5,4980.17
3478,0,16.7,33,10,2,2,29,1,3,5,3799.79
3479,0,59.1,31,20,3,3,20,1,1,5,4474.44
3480,1,37.8,43,8,4,8,22,1,2,5,7301.04
3481,1,39.3,40,29,5,5,24,2,2,5,8059.2
3482,1,31.2,25,23,6,5,18,1,2,5,7289.91
3483,0,75.2,42,26,5,1,26,4,1,5,2563.26
3484,0,17.4,26,13,1,1,8,1,2,5,1802.95
3485,0,20.3,42,28,2,9,18,1,7,5,4733.85
3486,1,62,45,9,6,6,2,2,7,5,28024.17
3488,1,57.6,46,24,1,3,11,1,6,5,10844.85
3489,0,43.5,44,10,5,1,5,1,1,5,4525.67
3490,1,17.2,40,34,5,8,30,1,3,5,6745.15
3492,1,57.1,36,6,2,2,22,2,2,5,6889.52
3493,0,46.4,44,25,4,3,7,1,3,5,4062.17
3494,1,45.8,44,17,3,2,23,1,1,5,10344.36
3496,1,65.4,32,41,0,7,14,1,6,5,14340.14
3498,0,65.4,40,7,5,1,19,1,6,5,5707.03
3499,1,53.4,29,29,0,9,2,1,3,5,10323.06
3501,1,81.7,32,24,3,5,8,1,7,5,18445.24
3502,0,64.8,40,8,1,6,18,1,3,5,5288.96
3503,1,35.6,36,5,0,4,1,2,2,5,11470.54
3504,1,38.6,32,26,0,7,21,1,3,5,18983.41
3506,0,54.2,32,18,0,6,10,1,4,5,13955.68
3507,1,16.1,30,39,2,8,20,1,2,5,4152.96
3508,0,42.9,44,28,3,6,13,1,1,5,3605.91
3509,0,62.4,42,49,2,8,13,1,2,5,2263.36
3510,0,53.2,44,22,3,8,28,1,2,5,2151.47
3512,1,21.7,35,24,4,7,18,1,6,5,6561.06
3513,0,58.3,28,39,4,4,19,1,1,5,3789.2
3516,0,66.3,43,26,0,9,23,1,1,5,6580.55
3518,0,67.1,45,9,0,8,11,2,7,5,17046.18
3520,0,55.5,39,41,3,8,28,1,6,5,2482.74
3521,0,45.3,44,27,5,7,12,1,3,5,5805.93
3522,0,64.9,42,28,3,6,27,1,2,5,1514.3
3524,0,70.4,37,29,1,8,12,1,2,5,1985.95
3525,0,62.5,42,34,0,0,31,2,7,5,7023.68
3529,0,41.5,35,27,1,8,5,1,2,5,3447.41
3531,0,21.2,32,9,3,8,7,1,3,5,3199.71
3532,0,52.8,32,10,1,7,22,1,1,5,5947.32
3533,0,17.9,31,21,1,1,1,2,6,5,2975.07
3534,0,54.2,26,20,1,8,26,2,4,5,8614.65
3536,1,53.4,37,1,4,0,14,1,2,5,13662.32
3537,1,41.7,24,12,2,8,6,4,2,5,6685.56
3538,0,59,27,33,3,3,6,1,7,5,5175.63
3539,0,15.5,37,23,1,1,8,1,2,5,2063.67
3540,1,56.5,42,22,4,6,28,2,2,5,4775.53
3541,0,18.3,42,33,4,2,24,1,6,5,2649.52
3542,1,64.1,47,52,5,6,8,1,2,5,6488.6
3545,0,37.3,36,64,4,7,4,1,4,5,9071.86
3546,0,32.6,40,17,2,8,6,1,6,5,2840.54
3547,0,78.3,44,26,0,6,31,3,2,5,4531.95
3548,0,37.4,40,2,4,3,28,1,2,5,5674.89
3549,1,46.3,45,16,6,8,10,2,2,5,10123.85
3550,0,42,39,36,3,5,1,1,7,5,8677.66
3552,0,34.9,47,3,3,7,24,1,4,5,15327.99
3553,1,19.4,38,45,2,3,5,1,6,5,5958.23
3556,0,26.4,26,0,2,8,13,2,6,5,5112.42
3558,0,33.2,36,16,0,8,18,2,2,5,3027.83
3559,1,51.9,40,4,3,8,21,1,3,5,18044.74
3561,0,52.2,38,37,5,4,13,1,1,5,3044.27
3562,0,18.3,38,39,1,8,5,1,4,5,4953.49
3563,0,24.9,43,6,2,5,7,1,7,5,7311.46
3564,1,82.2,32,3,4,7,18,1,3,5,17493.15
3565,1,71.9,39,33,4,5,9,2,3,5,9523.77
3568,0,32.8,26,25,4,2,17,1,2,5,1820.7
3569,0,65.3,42,48,0,3,3,1,2,5,2793.55
3570,1,45.8,35,29,2,4,24,1,3,5,7895.02
3572,1,42.4,33,7,4,6,21,3,1,5,19250.94
3573,0,33.6,44,9,4,7,25,1,2,5,2342.37
3574,0,39.9,37,17,1,2,28,1,2,5,3173.39
3575,0,44.3,45,36,3,4,11,1,2,5,2194.06
3576,0,50.3,40,13,3,5,22,1,3,5,3543.31
3578,1,75,36,1,2,5,28,2,1,5,12139.36
3579,0,15.4,42,6,1,0,11,2,6,5,3564.83
3580,0,57.6,47,9,5,6,29,3,6,5,5403.72
3581,0,78.6,44,2,5,4,20,2,1,5,7394.08
3583,1,76.8,44,19,2,6,26,1,1,5,7111.12
3584,1,14.7,36,14,3,8,21,1,2,5,5099.95
3585,0,38.6,25,52,4,10,10,1,1,5,3089.57
3587,0,54.5,46,44,6,7,20,1,7,5,8148.97
3589,1,13.5,35,24,3,8,28,1,4,5,13688.5
3591,0,31.9,27,57,5,8,23,1,1,5,2592.38
3592,0,57.6,28,10,0,8,4,5,2,5,3522.06
3594,0,71.7,42,61,2,7,9,1,3,5,2603.49
3595,1,29.1,29,19,1,6,11,1,3,5,6927.7
3596,0,76.2,44,58,1,8,12,1,7,5,7675.22
3597,0,29.5,38,29,3,7,3,1,4,5,5631.33
3598,1,66.6,38,15,1,8,19,1,1,5,11030.67
3599,0,47.1,34,10,6,1,20,2,4,5,20080.82
3601,0,65.1,45,14,6,0,16,1,2,5,3195.04
3603,0,47.7,29,24,2,1,16,1,1,5,5155.05
3604,0,32.8,37,27,5,3,8,1,1,5,2564.39
3605,0,68.8,44,36,4,6,7,1,1,5,3146.42
3610,0,69.5,38,45,4,5,30,1,1,5,2773.05
3612,1,76.4,33,21,0,6,31,1,2,5,11202.33
3613,1,44.8,40,17,3,7,31,1,2,5,5654.74
3615,0,54.9,46,6,2,2,8,1,7,5,11469.87
3616,0,43.1,40,3,2,3,19,1,2,5,5880.01
3617,0,32,44,26,5,6,8,1,2,5,2407.74
3619,0,21.4,40,16,6,7,13,2,1,5,4342.31
3620,0,69.9,40,3,4,7,25,1,1,5,4660.53
3622,0,36.3,36,20,6,8,10,1,1,5,4637.65
3624,1,59.3,33,31,6,9,15,1,7,5,19775.1
3625,0,20.7,45,13,2,2,29,2,1,5,3150.75
3628,0,68.2,44,10,4,5,9,2,2,5,4188.09
3629,0,51.6,43,25,1,4,2,1,7,5,8321.47
3631,1,53.1,40,14,1,9,3,1,3,5,11874.01
3632,0,59.9,41,0,3,0,6,1,6,5,7900.5
3633,0,28.5,39,26,0,2,6,1,1,5,3837.82
3634,0,30.4,32,44,6,9,8,1,4,5,8758.36
3635,1,83.7,46,18,1,4,16,1,7,5,20511.53
3636,1,55.8,45,12,1,2,21,1,4,5,26180.5
3638,0,67.9,44,36,1,1,29,1,1,5,2644.87
3639,0,15.8,28,38,3,6,13,1,4,5,5040.26
3641,0,66.6,34,23,3,6,27,2,2,5,3081.72
3642,0,76.6,43,20,4,5,23,1,2,5,1523.25
3643,1,34.4,47,31,1,7,8,1,4,5,14569.14
3645,0,53.2,41,20,0,4,29,1,1,5,6788.98
3647,0,46.8,38,32,4,6,21,1,2,5,2971.97
3648,1,54.2,31,19,4,8,29,1,6,5,10753.35
3650,0,27.6,26,1,6,3,2,1,2,5,4973.28
3651,1,70.6,43,30,3,8,7,1,1,5,10512.19
3652,1,39.8,35,48,3,8,7,2,1,5,12658.62
3653,0,43.7,36,38,3,7,10,1,2,5,3043.07
3655,1,52.5,27,17,6,2,12,2,6,5,17592.15
3656,0,76.7,43,27,3,7,10,2,2,5,1745.57
3657,0,75.1,40,16,3,6,6,1,4,5,5554.63
3658,1,52.6,24,18,3,7,24,1,4,5,15318.92
3659,1,70.6,43,28,5,4,20,1,2,5,4526.1
3660,0,34.5,36,41,6,5,25,1,4,5,8765.82
3662,1,73.2,39,16,1,8,12,1,3,5,10688
3664,0,20.4,44,40,1,9,31,1,7,5,5651.56
3666,0,46.7,40,4,4,4,19,1,1,5,5024.91
3667,0,66.5,45,48,2,5,21,1,1,5,3416.41
3669,0,20.1,43,30,5,8,9,2,1,5,2867.52
3670,0,37.4,41,33,0,8,18,1,1,5,4590.11
3671,0,48.8,36,22,1,7,1,2,2,5,2167.71
3677,0,45.1,37,12,1,3,4,1,4,5,7817.26
3678,0,41.7,32,2,6,8,3,1,4,5,26309.44
3679,0,18.6,38,9,2,4,24,1,3,5,3454.1
3680,1,19.2,43,8,0,4,22,2,6,5,14192.23
3681,0,24,43,17,1,1,1,1,1,7,4402.06
3682,1,73.7,34,9,0,3,3,1,1,7,30094.48
3683,1,60.6,47,30,5,6,22,1,1,7,9676.03
3684,0,80.8,40,31,0,4,8,1,5,7,10886.1
3685,0,79.9,37,34,6,2,5,1,5,7,10416.66
3686,0,71,44,14,3,7,17,1,1,7,4398.24
3687,0,30.7,32,6,3,4,11,1,4,7,2547.71
3688,0,58.4,41,7,5,7,19,1,1,7,5651.97
3689,0,61.7,37,16,4,3,21,1,5,7,4923.1
3690,0,73.6,37,8,1,4,2,1,1,7,8033.21
3693,0,74.2,45,22,5,0,22,1,2,7,5073.76
3694,0,36.1,36,18,1,3,18,1,1,7,7640.8
3695,1,14,36,58,5,0,8,1,3,7,6942.36
3697,1,20.5,35,26,3,2,9,1,3,7,7774.18
3698,0,49,36,11,5,1,5,1,2,7,6224.82
3700,0,54.4,37,28,5,7,26,1,2,7,4411.17
3701,0,48,42,18,4,8,22,2,1,7,7422.15
3703,0,65.1,24,18,2,4,17,1,6,7,6426.01
3704,0,72.9,41,22,5,2,4,2,2,7,4473.18
3705,0,32.9,43,32,1,0,4,3,1,7,4177.03
3706,0,17.5,41,21,5,2,11,1,4,7,2139.19
3707,0,25.4,36,2,2,7,30,1,2,7,7558.31
3708,1,79.8,45,12,5,3,29,1,3,7,14655.94
3709,0,39.6,35,63,1,9,17,1,4,7,3113.06
3710,0,82.8,41,52,4,3,7,1,1,7,5968.62
